Productgroep_oms,Productgroepcode,Productcode,Controlegetal,Product_omschrijving,Fabrikantnaam,Code_nonactief,Hoeveelheid,Meeteenheid,Eetbaar_gedeelte,Vertrouwelijk_code,Commentaarregel,_01001,_01002,_02002,_02003,_02004,_03001,_03002,_03004,_03006,_03008,_03009,_03010,_03011,_03012,_03013,_03014,_03015,_03016,_03017,_03018,_03019,_03020,_03021,_03022,_03023,_03024,_03025,_03026,_03027,_03028,_03029,_03030,_03031,_03032,_03033,_03034,_03035,_03036,_03037,_03038,_03039,_03040,_03041,_03042,_03043,_03044,_03045,_03046,_03047,_03048,_03049,_03052,_03053,_03054,_03055,_03057,_03058,_03059,_03060,_03061,_03062,_03063,_03064,_03065,_03067,_03068,_03069,_03070,_03071,_03072,_03073,_03074,_03075,_03076,_03077,_03089,_03090,_03100,_03102,_03103,_03104,_03105,_03106,_03107,_03108,_03109,_03110,_03111,_03112,_03113,_03114,_03115,_03116,_03117,_03120,_03121,_03122,_03123,_03124,_03125,_03126,_03127,_03128,_03129,_03130,_03131,_03133,_03134,_03135,_03136,_03138,_03139,_03140,_03141,_03142,_04001,_05001,_05002,_05010,_05011,_06001,_07001,_08001,_09001,_09002,_09003,_09004,_09005,_09006,_09007,_09008,_09009,_11001,_11002,_11003,_11005,_11006,_11007,_11008,_11009,_11011,_11012,_11020,_11021,_11022,_11023,_11024,_11027,_11028,_10001,_10002,_11010,_11014,_10003,_05003,_05005,_05006,_05008,_05009,_11015,_11016,_11017,_11018,_12001,_02001,_13006,_05012,_05013,_05014,_05015,_11025,_11026,_11013,_11019
Groenten,9,19,39,Champignons rauw,,N,100,g,1,N,Per 100g,      14,      57,     2.3,     2.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     0.4,     0.2,     0.2,     0.0,     1.5,    95.0,     0.0,      25,     125,     0.2,     0.0,     0.2,       5,     400,       9,    0.30,       0,       0,       0,    0.07,    0.30,   0.120,    0.00,     0.0,       4,    44.0,       0,       0,       0,       0,       0,       0,    44.0,       0,    0.72,     0.1,     4.0,     3.0,,,,,,,,,,     1.0,     0.5,,,,,,,,,
Groenten,9,20,6,Champignons gekookt,,N,100,g,1,N,Per 100g,      22,      91,     3.8,     3.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     0.4,     0.2,     0.2,     0.0,     2.5,    90.0,     0.0,      25,     125,     1.0,     0.0,     1.0,       5,     400,       7,    0.30,       0,       0,       0,    0.07,    0.30,   0.070,    0.00,     0.0,       1,     8.0,       0,       0,       0,       0,       0,       0,     8.0,       7,    0.40,     0.1,     4.0,     0.5,,,,,,,,,,,,,,,,,,,,
Groenten,9,21,10,Kool Chinese rauw,,N,100,g,1,N,Per 100g,      17,      71,     1.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     2.0,     0.0,     2.0,     0.0,     2.5,    95.0,     0.0,     125,      45,     1.0,     0.0,     1.0,      10,     250,      11,    0.23,       0,       3,      15,    0.03,    0.04,   0.050,    0.00,     0.0,      23,    77.0,sp,      40,,sp,       0,       1,    77.0,       0,    0.02,     0.1,     0.6,     2.0,,,,,,,,,,,,,,,,,,,,
Groenten,9,22,14,Kool Chinese gekookt,,N,100,g,1,N,Per 100g,      21,      88,     1.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     3.0,     0.0,     3.0,     0.0,     2.5,    95.0,     0.0,     125,      45,     1.0,     0.0,     1.0,      10,     250,      11,    0.17,       0,      10,      60,    0.03,    0.04,   0.030,    0.00,     0.0,      10,    55.0,sp,      57,,sp,       0,       5,    55.0,       0,    0.02,     0.1,     0.6,     2.0,,,,,,,,,,,,,,,,,,,,
Groenten,9,23,18,Doperwten rauw,,N,100,g,1,N,Per 100g,      65,     276,     4.0,     4.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,    10.0,     1.0,     9.0,     0.0,     4.7,    82.0,     0.0,      20,      80,     2.0,     0.0,     2.0,      10,     300,      30,    1.10,       0,      94,     557,    0.17,    0.15,   0.090,    0.00,     0.0,      25,    59.0,      16,    1933,       0,       0,       0,      47,    59.0,       1,    0.11,     0.0,     2.7,     2.0,,,,,,,,,,,,,,,,,,,,
Groenten,9,24,22,Kool groene rauw,,N,100,g,1,N,Per 100g,      45,     190,     3.0,     3.0,     0.0,     1.0,     0.7,     0.2,     0.1,     0.5,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    16.9,     1.3,     0.0,     0.0,     0.0,     2.2,     6.2,     0.0,     0.0,    46.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     3.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    19.3,     0.0,     0.5,     0.0,     0.0,     0.0,     0.0,     0.0,     4.1,     0.0,     0.0,     1.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.4,     0.0,     4.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,,,,,,,,,,,,,,,     0.0,     0.3,     0.1,    0.32,    0.00,    0.00,     0.0,     4.0,     4.0,     0.0,     0.0,     4.2,    90.0,     0.0,      75,      41,     1.0,     0.0,     1.0,      10,     300,      12,    0.40,       0,      10,      59,    0.10,    0.15,   0.200,    0.00,     0.0,      80,    69.0,       0,      80,       0,       0,       0,       5,    69.0,       2,    0.07,     0.6,     0.3,     2.0,,,,,,     0.6,     0.0,     0.2,     0.0,,,,,,,,,,,
Groenten,9,25,26,Kool groene gekookt,,N,100,g,1,N,Per 100g,      31,     131,     1.4,     1.4,     0.0,     1.0,     0.7,     0.2,     0.1,     0.5,     0.1,,,,,     0.0,,     0.0,     0.0,,,     0.0,,,     0.0,    16.9,     1.3,     0.0,,     0.0,     2.2,     6.2,     0.0,,    46.0,,,     0.0,     0.0,     0.0,,     0.0,     0.0,     3.7,     0.0,     0.0,,,     0.0,     0.0,     0.0,    19.3,     0.0,     0.5,,,     0.0,     0.0,,     4.1,     0.0,     0.0,     1.3,     0.0,,,,,,     1.4,,     4.8,,,,     0.0,,,,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,,     0.0,,,,,,,,,,,,,,,,,,,,,,     0.0,     0.3,     0.1,    0.32,    0.00,    0.00,     0.0,     2.7,     0.0,     2.7,     0.0,     3.0,    90.7,     0.0,      53,      45,     0.4,     0.0,     0.4,      10,     245,      11,    0.42,       0,      12,      71,    0.10,    0.15,   0.120,    0.00,     0.0,      30,    37.0,       0,     111,       0,       0,       0,       6,    37.0,       2,    0.07,     0.6,     0.3,     2.0,,,,,,     0.6,     0.0,     0.2,     0.0,,,,,,,,,,,
Groenten,9,26,30,Selderij knol- gekookt,,N,100,g,1,N,Per 100g,      42,     175,     2.0,     2.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     6.0,     0.0,     6.0,     0.0,     4.9,    88.0,     0.0,      80,      90,     1.0,     0.0,     1.0,      80,     400,      13,    0.10,       0,       4,      13,    0.03,    0.03,   0.090,    0.00,     0.0,       6,    37.0,      13,,,      13,,       2,    37.0,       3,    0.03,     0.5,     0.8,     2.0,,,,,,     0.5,     0.0,     0.1,,,,,,,,,,,,
Groenten,9,27,34,Komkommer z schil rauw,,N,100,g,1,N,Per 100g,      13,      55,     0.6,     0.6,     0.0,     0.2,     0.2,     0.1,     0.0,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.3,     0.0,     0.0,     0.0,    36.3,     0.0,     0.0,     0.0,     0.0,     3.8,     3.8,     0.0,     0.0,    26.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    28.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     3.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.04,    0.00,    0.00,     0.0,     1.9,     1.7,     0.2,     0.0,     0.6,    96.1,     0.0,      22,      25,     0.4,     0.0,     0.4,       2,     145,      10,    0.22,       0,      11,      66,    0.01,    0.01,   0.026,    0.00,     0.0,       1,     6.0,       0,     165,       0,       0,       0,       6,     6.0,       0,    0.02,     0.0,     0.2,     3.0,     0.8,     0.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.3,,,,,,,,,,
Groenten,9,28,38,Komkommer gekookt,,N,100,g,1,N,Per 100g. zonder schil,      17,      74,     1.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     1.3,     0.0,     0.0,     0.0,    36.3,     0.0,     0.0,     0.0,     0.0,     3.8,     3.8,     0.0,     0.0,    26.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    28.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     3.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     3.0,     3.0,     0.0,     0.0,     0.7,    97.0,     0.0,      20,      30,     0.5,     0.0,     0.5,       5,     200,      10,    0.22,       0,      18,     106,    0.03,    0.01,   0.020,    0.00,     0.0,       4,     3.6,       0,     438,       0,       0,       0,       9,     3.6,       0,    0.02,     0.0,     0.2,     3.0,,,,,,     0.0,     0.0,     0.0,     0.0,,,,,,,,,,,
Groenten,9,29,42,Koolraap gekookt,,N,100,g,1,N,Per 100g,      13,      57,     1.0,     1.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     2.0,     2.0,     0.0,     0.0,     0.7,    94.0,     0.0,      80,      20,     0.5,     0.0,     0.5,      14,     200,       4,    0.10,       0,      28,     165,    0.03,    0.03,   0.070,    0.00,     0.0,      25,    17.0,       0,       0,       0,,,      14,    17.0,       0,    0.01,     0.0,     0.8,     1.0,,,,,,,,,,,,,,,,,,,,
Groenten,9,30,9,Koolrabi gekookt,,N,100,g,1,N,Per 100g,      28,     118,     2.0,     2.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.00,    0.00,    0.00,     0.0,     4.0,     0.0,     4.0,     0.0,     2.0,    90.0,     0.0,      90,      60,     1.0,     0.0,     1.0,      10,     500,      43,    0.26,       0,       0,sp,    0.04,    0.05,   0.060,    0.00,     0.0,      50,    47.0,sp,,,sp,,       0,    47.0,       1,    0.01,sp,     0.4,     1.0,,,,,,,,,,,,,,,,,,,,
Groenten,9,31,13,Paprika groene rauw,,N,100,g,1,N,Per 100g,      16,      65,     0.8,     0.8,     0.0,     0.1,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    19.3,     0.0,     0.0,     0.0,     0.0,     6.6,     3.8,     0.0,     0.0,    25.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    44.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     3.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    0.01,    0.00,    0.00,     0.0,     1.7,     1.6,     0.1,     0.0,     2.5,    94.6,     0.0,       7,      24,     0.3,     0.0,     0.3,       0,     178,       9,    0.23,       0,      38,     228,    0.02,    0.02,   0.202,    0.00,     0.0,      71,    11.1,       0,     444,       0,       0,       0,      19,    11.1,       0,    0.03,     0.9,     0.7,     1.0,     0.5,     1.1,     0.0,     0.0,     0.0,     0.9,     0.0,     0.1,     0.0,     0.3,,,,,,,,,,
Groenten,9,32,17,Paprika groene gekookt,,N,100,g,1,N,Per 100g,      17,      73,     0.6,     0.6,     0.0,     0.2,     0.1,     0.0,     0.0,     0.1,     0.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    19.3,     0.0,     0.0,     0.0,     0.0,     6.6,     3.8,     0.0,     0.0,    25.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,    44.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     3.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.1,    0.03,    0.00,    0.00,     0.0,     2.3,     2.0,     0.3,     0.0,     2.2,    94.5,     0.0,      10,      19,     0.5,     0.0,     0.5,       2,     126,       8,    0.23,       0,      38,     225,    0.02,    0.02,   0.179,    0.00,     0.0,      70,    16.0,       6,     598,      20,       0,       1,      19,    16.0,       0,    0.04,     0.9,     0.6,     1.0,     1.0,     1.0,     0.0,     0.0,     0.0,     0.9,     0.0,     0.1,     0.0,     0.3,,,,,,,,,,
