Productgroep_oms,Productgroepcode,Productcode,Controlegetal,Product_omschrijving,Fabrikantnaam,Code_nonactief,Hoeveelheid,Meeteenheid,Eetbaar_gedeelte,Vertrouwelijk_code,Commentaarregel,_01001,_01002,_02001,_02002,_02003,_02004,_03001,_03002,_03004,_03006,_03008,_03009,_03010,_03011,_03012,_03013,_03014,_03015,_03016,_03017,_03018,_03019,_03020,_03021,_03022,_03023,_03024,_03025,_03026,_03027,_03028,_03029,_03030,_03031,_03033,_03034,_03035,_03036,_03037,_03038,_03039,_03040,_03041,_03042,_03043,_03044,_03045,_03046,_03047,_03048,_03049,_03052,_03053,_03054,_03055,_03057,_03058,_03059,_03060,_03061,_03062,_03065,_03089,_03090,_03103,_03104,_03105,_03106,_03107,_03108,_03109,_03113,_03114,_03115,_03116,_03131,_03133,_03134,_03135,_03136,_03138,_03139,_03140,_03141,_03142,_04001,_05001,_05002,_05003,_05005,_05006,_05008,_05009,_05010,_05011,_05012,_05013,_05014,_05015,_06001,_07001,_08001,_09001,_09002,_09003,_09004,_09005,_09006,_09007,_09008,_09009,_10001,_10002,_10003,_11001,_11002,_11003,_11005,_11006,_11007,_11008,_11009,_11010,_11011,_11012,_11013,_11014,_11015,_11016,_11017,_11018,_11019,_11020,_11021,_11022,_11023,_11024,_11027,_11028,_11035,_11036,_11038,_12001,_13006,FoodGroup,EnglishName
Groenten,9,27,34,Komkommer z schil rauw,,N,100,g,1,N,Per 100g,12,52,,0.6,0.6,0.0,0.2,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,36.3,0.0,0.0,0.0,0.0,3.8,3.8,0.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.00,0.00,0.0,1.9,1.7,0.8,0.9,0.0,0.0,0.0,0.2,0.0,,,,,0.3,96.1,0.0,22,25,0.4,0.0,0.4,2,145,10,0.22,0,0.02,3.0,0,11,66,0.01,0.01,0.026,0.00,0.0,0.0,1,6.0,,0.2,0.0,0.0,0.0,0.0,,0,165,0,0,0,6,6.0,2.0,2.0,,0.3,,Vegetables,Cucumber wo skin raw
Groenten,9,28,38,Komkommer gekookt,,N,100,g,1,N,Per 100g. zonder schil,17,70,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,36.3,0.0,0.0,0.0,0.0,3.8,3.8,0.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,3.0,3.0,,,,,,0.0,0.0,,,,,0.3,97.0,0.0,20,30,0.5,0.0,0.5,5,200,10,0.22,0,0.02,3.0,0,18,106,0.03,0.01,0.020,0.00,0.0,0.0,4,3.6,,0.2,0.0,0.0,0.0,0.0,,0,438,0,0,0,9,3.6,20.9,20.9,,,,Vegetables,Cucumber boiled
Groenten,9,29,42,Koolraap gekookt,,N,100,g,1,N,Per 100g,13,57,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,2.0,2.0,,,,,,0.0,0.0,,,,,0.7,94.0,0.0,80,20,0.5,0.0,0.5,14,200,4,0.10,0,0.01,1.0,0,28,165,0.03,0.03,0.070,0.00,0.0,0.0,25,17.0,,0.8,,,,,,0,0,0,,,14,17.0,2.2,2.2,,,,Vegetables,Swede boiled
Groenten,9,30,9,Koolrabi gekookt,,N,100,g,1,N,Per 100g,28,118,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,4.0,0.0,,,,,,4.0,0.0,,,,,2.0,90.0,0.0,90,60,1.0,0.0,1.0,10,500,43,0.26,1,0.01,1.0,0,sp,sp,0.04,0.05,0.060,0.00,0.0,sp,50,47.0,,0.4,,,,,,sp,,,sp,,sp,47.0,0.1,0.1,,,,Vegetables,Kohlrabi boiled
Groenten,9,31,13,Paprika groene rauw,,N,100,g,1,N,Per 100g,19,78,,0.8,0.8,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,0.0,6.6,3.8,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.00,0.00,0.0,2.5,2.5,1.2,1.3,0.0,0.0,0.0,0.0,0.0,,,,,2.5,94.6,0.0,7,24,0.3,0.0,0.3,0,178,9,0.23,0,0.03,1.0,0,38,228,0.02,0.02,0.202,0.00,0.0,0.9,71,11.1,,0.7,0.9,0.0,0.1,0.0,,0,444,0,0,0,19,11.1,7.4,7.4,,0.3,,Vegetables,Sweet pepper green raw
Groenten,9,32,17,Paprika groene gekookt,,N,100,g,1,N,Per 100g,17,73,,0.6,0.6,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.0,0.0,0.0,0.0,6.6,3.8,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.00,0.00,0.0,2.3,2.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,,,,,2.2,94.5,0.0,10,19,0.5,0.0,0.5,2,126,8,0.23,0,0.04,1.0,0,38,225,0.02,0.02,0.179,0.00,0.0,0.9,70,16.0,,0.6,0.9,0.0,0.1,0.0,,6,598,20,0,1,19,16.0,9.8,9.8,,0.3,,Vegetables,Sweet pepper green boiled
Fruit,6,33,21,Rozijnen gedroogd,,N,100,g,1,N,Per 100g,326,1382,,3.1,3.1,0.0,0.5,0.3,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,42.4,0.0,0.0,0.0,0.0,5.6,6.1,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.00,0.00,0.0,75.5,72.8,,,,,,2.7,0.0,,,,,3.7,16.8,0.0,50,90,2.0,0.0,2.0,25,800,42,0.18,8,0.39,2.0,0,0,0,0.08,0.03,0.150,0.00,0.0,0.7,0,10.0,,0.5,,,,,,0,sp,0,0,0,0,10.0,3.7,3.7,,,,Fruit,Raisins dried
Groenten,9,35,29,Peultjes rauw,,N,100,g,1,N,Per 100g,33,139,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,5.0,0.0,,,,,,5.0,0.0,,,,,2.5,89.0,0.0,40,30,0.5,0.0,0.5,5,250,28,0.50,1,0.06,,0,15,30,0.15,0.06,0.090,0.00,0.0,0.4,35,10.0,,0.6,,,,,,118,263,0,,38,7,10.0,15.0,15.0,,,,Vegetables,Peas mange tout raw
Groenten,9,36,33,Postelein gekookt,,N,100,g,1,N,Per 100g,21,88,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,2.0,2.0,,,,,,0.0,0.0,,,,,2.5,95.0,0.0,125,70,3.0,0.0,3.0,30,800,67,0.17,,0.11,4.5,0,647,3871,0.06,0.04,0.030,0.00,0.0,,4,124.5,,0.2,,,,,,9,6628,18,0,150,322,124.5,,,,,,Vegetables,Purslane boiled
Groenten,9,37,37,Prei gekookt,,N,100,g,1,N,Per 100g,22,91,,1.1,1.1,0.0,0.5,0.4,0.1,0.0,0.3,0.2,,,,,0.0,,0.0,0.0,,,0.0,,,0.0,17.0,0.0,0.0,,0.0,1.6,3.5,0.0,30.5,,,0.0,0.0,0.0,,0.0,0.2,0.0,0.3,0.0,,,0.0,0.0,0.0,42.5,1.3,0.0,,,0.0,0.0,,3.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.1,0.2,0.11,0.00,0.00,0.0,2.1,1.5,0.5,0.9,0.0,0.0,0.1,0.6,0.0,,,,,2.3,93.8,0.0,41,22,0.3,0.0,0.3,3,222,10,0.19,0,0.05,2.5,0,53,318,0.02,0.02,0.096,0.00,0.0,0.8,5,40.5,,0.2,0.8,0.0,0.1,0.0,,2,772,2,0,4,26,40.5,9.5,9.5,,0.2,,Vegetables,Leek boiled
Groenten,9,38,41,Raapstelen rauw,,N,100,g,1,N,Per 100g,17,69,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,1.0,0.0,,,,,,1.0,0.0,,,,,2.3,94.0,0.0,100,45,3.0,0.0,3.0,40,296,10,0.40,,0.09,2.0,0,478,2860,0.05,0.15,0.090,0.00,0.0,0.0,35,126.0,,0.8,,,,,,0,4441,0,0,0,237,126.0,251.0,251.0,,,,Vegetables,Turnip tops raw
Groenten,9,39,45,Raapstelen gekookt,,N,100,g,1,N,Per 100g,25,103,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,2.0,0.0,,,,,,2.0,0.0,,,,,2.3,94.0,0.0,100,45,3.0,0.0,3.0,29,203,10,0.40,,0.09,2.0,0,647,3871,0.05,0.15,0.050,0.00,0.0,2.9,15,120.0,,0.8,,,,,,9,6628,18,0,150,322,120.0,367.6,367.6,,,,Vegetables,Turnip tops boiled
Groenten,9,40,12,Rabarber rauw,,N,100,g,1,N,"Per 100g. bevat 2,4 g organische zuren",23,97,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,2.0,2.0,,,,,,0.0,0.0,,,,,1.8,93.0,0.0,40,30,0.5,0.0,0.5,5,300,14,0.10,0,0.07,1.0,0,10,61,0.05,0.02,0.030,0.00,0.0,0.2,6,7.0,,0.1,,,,,,0,170,,0,0,5,7.0,29.3,29.3,,,2.4,Vegetables,Rhubarb raw
Groenten,9,41,16,Kool rode rauw,,N,100,g,1,N,Per 100g,27,114,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,3.0,3.0,,,,,,0.0,0.0,,,,,3.6,91.0,0.0,50,30,0.4,0.0,0.4,9,300,17,0.30,1,0.01,2.0,0,3,18,0.09,0.03,0.120,0.00,0.0,0.2,60,24.0,,0.2,,,,,,0,33,0,0,0,2,24.0,38.2,38.2,,,,Vegetables,Cabbage red raw
Groenten,9,42,20,Kool rode gekookt,,N,100,g,1,N,Per 100g,23,96,,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,3.0,3.0,,,,,,0.0,0.0,,,,,2.9,89.8,0.0,42,31,0.3,0.0,0.3,9,275,11,0.16,0,0.03,2.0,0,1,7,0.09,0.03,0.110,0.00,0.0,0.1,38,21.0,,0.2,0.1,0.0,0.1,0.0,,0,23,4,sp,0,1,21.0,47.6,47.6,,,,Vegetables,Cabbage red boiled
Groenten,9,43,24,Kool savooie- rauw,,N,100,g,1,N,Per 100g,35,147,,2.0,2.0,0.0,1.0,0.7,0.2,0.1,0.5,0.1,,,,,0.0,,0.0,0.0,,,0.0,,,0.0,16.9,1.3,0.0,,0.0,2.2,6.2,0.0,46.0,,,0.0,0.0,0.0,,0.0,0.0,3.7,0.0,0.0,,,0.0,0.0,0.0,19.3,0.0,0.5,,,0.0,0.0,,4.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.3,0.1,0.32,0.00,0.00,0.0,3.0,3.0,,,,,,0.0,0.0,,,,,3.1,91.0,0.0,50,30,0.5,0.0,0.5,10,300,20,0.30,2,0.03,2.0,0,4,25,0.04,0.04,0.150,0.00,0.0,0.2,40,51.0,,0.2,,,,,,0,284,42,0,153,2,51.0,242.0,242.0,,,,Vegetables,Cabbage Savoy raw
Groenten,9,44,28,Kool savooie- gekookt,,N,100,g,1,N,Per 100g,33,140,,2.0,2.0,0.0,1.0,0.7,0.2,0.1,0.5,0.1,,,,,0.0,,0.0,0.0,,,0.0,,,0.0,16.9,1.3,0.0,,0.0,2.2,6.2,0.0,46.0,,,0.0,0.0,0.0,,0.0,0.0,3.7,0.0,0.0,,,0.0,0.0,0.0,19.3,0.0,0.5,,,0.0,0.0,,4.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.3,0.1,0.32,0.00,0.00,0.0,3.0,3.0,,,,,,0.0,0.0,,,,,2.2,91.0,0.0,50,30,0.5,0.0,0.5,10,300,4,0.30,2,0.03,2.0,0,27,161,0.04,0.04,0.150,0.00,0.0,0.2,20,41.0,,0.2,,,,,,0,374,52,0,151,13,41.0,201.0,201.0,,,,Vegetables,Cabbage Savoy boiled
Groenten,9,45,32,Schorseneren rauw,,N,100,g,1,N,Per 100g,76,323,,1.0,1.0,0.0,1.0,0.7,0.2,0.2,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.4,0.00,0.00,0.00,0.0,15.0,15.0,,,,,,0.0,0.0,,,,,1.7,78.0,0.0,60,50,1.5,0.0,1.5,5,400,10,0.20,0,0.01,2.5,0,3,20,0.05,0.02,0.120,0.00,0.0,0.8,4,57.0,,0.4,,,,,,,,,,,2,57.0,0.3,0.3,,,,Vegetables,Salsify raw
Groenten,9,46,36,Sla krop- rauw,,N,100,g,1,N,Per 100g,13,52,,1.4,1.4,0.0,0.4,0.3,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.9,0.0,0.0,0.0,2.2,3.0,0.0,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.00,0.00,0.0,0.3,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,,,,,1.2,96.1,0.0,49,36,0.7,0.0,0.7,8,352,15,0.41,0,0.04,2.5,0,139,814,0.04,0.06,0.045,0.00,0.0,0.2,0,28.4,,0.3,0.2,0.0,0.5,0.0,,11,1010,19,25,10,69,28.4,129.0,129.0,,0.8,,Vegetables,Lettuce head raw
Groenten,9,47,40,Sla krop- gekookt,,N,100,g,1,N,Per 100g,26,109,,3.0,3.0,0.0,0.4,0.3,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,0.9,0.0,0.0,0.0,2.2,3.0,0.0,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.11,0.00,0.00,0.0,2.0,2.0,,,,,,0.0,0.0,,,,,1.3,94.0,0.0,30,41,0.4,0.0,0.4,15,300,15,0.41,0,0.04,,0,232,1367,0.05,0.08,0.030,0.00,0.0,0.2,1,13.0,,0.4,0.2,0.0,0.5,0.0,,24,1631,42,21,21,115,13.0,188.0,188.0,,,,Vegetables,Lettuce head boiled
Groenten,9,48,44,Snijbiet gekookt,,N,100,g,1,N,Per 100g,29,122,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,3.0,3.0,,,,,,0.0,0.0,,,,,2.5,93.0,0.0,90,40,4.0,0.0,4.0,200,300,11,,,,,0,729,4339,0.10,0.17,0.040,0.00,0.0,,6,100.0,,0.4,,,,,,57,,,0,,363,100.0,327.3,327.3,,,,Vegetables,Swiss chard leaf boiled
Groenten,9,49,48,Bonen snij- rauw,,N,100,g,1,N,Per 100g,20,84,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,2.0,0.0,,,,,,2.0,0.0,,,,,4.1,94.0,0.0,40,30,0.5,0.0,0.5,2,250,10,0.40,1,0.02,2.0,0,15,30,0.07,0.06,0.050,0.00,0.0,0.2,5,22.0,,0.6,,,,,,118,263,0,,38,7,22.0,26.0,26.0,,,,Vegetables,Beans runner
Groenten,9,50,15,Bonen sperzie- rauw,,N,100,g,1,N,Per 100g,39,162,,2.0,2.0,0.0,0.4,0.3,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,0.0,0.0,0.0,0.0,4.8,3.7,0.0,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.10,0.00,0.00,0.0,5.0,0.0,,,,,,5.0,0.0,,,,,3.6,90.0,0.0,70,50,0.8,0.0,0.8,2,250,30,0.18,0,0.01,3.0,0,15,86,0.07,0.09,0.070,0.00,0.0,0.2,1,64.0,,0.6,,,,,,13,611,66,1,88,8,64.0,14.4,14.4,,,,Vegetables,Beans French raw
Groenten,9,51,19,Spinazie rauw,,N,100,g,1,N,Per 100g,26,108,,3.2,3.2,0.0,0.6,0.5,0.1,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,2.5,0.0,0.0,0.0,0.5,4.6,0.0,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.32,0.00,0.00,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,,,,,2.0,91.9,0.0,105,62,2.0,0.0,2.0,13,539,55,1.10,0,0.11,2.0,0,478,2860,0.21,0.20,0.132,0.00,0.0,1.2,1,130.9,,1.1,1.2,0.0,0.2,0.0,,0,4441,0,0,0,237,130.9,394.0,394.0,,1.4,,Vegetables,Spinach raw
Groenten,9,52,23,Spinazie gekookt,,N,100,g,1,N,Per 100g,25,105,,2.9,2.9,0.0,0.9,0.7,0.1,0.1,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,2.5,0.0,0.0,0.0,0.5,4.6,0.0,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.46,0.00,0.00,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,,,,,1.4,92.2,0.0,84,71,2.4,0.0,2.4,15,418,77,1.20,0,0.08,2.0,0,652,3871,0.05,0.15,0.075,0.00,0.0,3.5,7,124.5,,0.8,3.4,0.0,0.4,0.0,,9,6628,18,57,150,324,124.5,575.0,575.0,,1.9,,Vegetables,Spinach boiled
